chromosome	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	cds_from	cds_to	cds_locations	match_type	ID	Length	DivBy3Rem	StopCodons	StopCodonPos	CodonUsage	TGT-C	CGT-R	AAT-N	TGC-C	GGG-G	CGC-R	AAC-N	ACA-T	GGT-G	AAG-K	ATA-I	CGG-R	TGG-W	GGC-G	GGA-G	ATC-I	ACT-T	ATT-I	ACC-T	ATG-M	AAA-K	CGA-R	TGA-stop	ACG-T	CTG-L	AGA-R	CAA-Q	GTC-V	TTG-L	TAA-stop	GCT-A	CCG-P	GTT-V	GCC-A	TCG-S	TCT-S	GAA-E	GTG-V	TTC-F	CTC-L	CCT-P	GCG-A	TCC-S	TTT-F	CTT-L	CCC-P	CCA-P	TCA-S	GAT-D	AGG-R	CAG-Q	CTA-L	GAC-D	TTA-L	TAG-stop	TAT-Y	GCA-A	CAT-H	AGT-S	GTA-V	GAG-E	TAC-Y	AGC-S	CAC-H	
18	NC_000018.10	MRO	83876	CCDS45867.1	Public	-	50799336	50819914	[50799336-50799389, 50800035-50800142, 50805153-50805335, 50806703-50806849, 50819580-50819701, 50819896-50819914]	Identical	CCDS45867.1_CHR18	633	0	0	630-	214	1	2	4	1	1	1	2	2	3	10	1	3	3	4	5	5	4	3	5	5	8			1	12	3	2	4	5	1	4	1	1	4		2	8	4	7	2	4	1	2	2	1	2	2	5	3	3	10	1	5	3		6	3	3	3		7	3	6	2	
7	NC_000007.14	TRIP6	7205	CCDS5708.1	Public	+	100867497	100873302	[100867497-100867605, 100867860-100867987, 100868107-100868232, 100868494-100868865, 100870369-100870462, 100870573-100870742, 100871542-100871720, 100872623-100872743, 100873171-100873302]	Identical	CCDS5708.1_CHR7	1431	0	0	1428-	480	8		3	18	24	7	1	2	6	9	2	7	4	23	9	7	4	3	8	4	2	4	1	6	17	6	1	5	2		7	12	4	25	2	8	3	16	4	9	11	4	4	8	4	19	19	3	9	10	21		9			4	7	3	1	2	24	9	9	14	
1	NC_000001.11	ATP6V0B	533	CCDS505.1	Public	+	43975040	43978006	[43975040-43975106, 43975799-43975847, 43976089-43976172, 43976301-43976378, 43976589-43976658, 43976772-43976823, 43977025-43977215, 43977980-43978006]	Identical	CCDS505.1_CHR1	618	0	0	615-	209	2			3	6	1	6	1	2	6		1	4	14	4	14	1	9	5	6				2	8	1		7	1		6		1	11	1	2		10	8	6	1	1	7	6	1	4			3	1	2	2	2		1	1	6	2	2	2	4	5	4		
22	NC_000022.11	CELSR1	9620	CCDS93179.1	Public	-	46363222	46537169	[46363222-46363246, 46363995-46364250, 46364511-46364735, 46365230-46365379, 46365585-46365688, 46366385-46366479, 46366992-46367117, 46367728-46367854, 46369178-46369257, 46369691-46369803, 46372882-46373056, 46377060-46377260, 46378590-46378716, 46380787-46380954, 46381845-46382049, 46384542-46384685, 46386401-46386584, 46389289-46389498, 46390391-46390485, 46391185-46391286, 46391632-46391815, 46394141-46394261, 46396604-46396745, 46397673-46397847, 46398523-46398636, 46399716-46399901, 46408995-46409161, 46409754-46409879, 46410397-46410560, 46411601-46411758, 46433392-46433480, 46436173-46436288, 46439188-46439410, 46463706-46464344, 46533626-46537169]	Identical	CCDS93179.1_CHR22	9060	0	0	9057-	3023	30	16	35	59	78	76	103	20	12	53	2	58	27	130	24	84	12	21	106	46	17	12	1	50	182	7	5	75	16		29	63	11	129	24	21	22	152	83	75	25	45	60	27	14	100	15	11	36	37	106	6	142	2		12	19	11	21	4	145	68	87	61	
19	NC_000019.10	SIGLEC10	89790	CCDS54303.1	Public	-	51411098	51417580	[51411098-51411370, 51413711-51413822, 51414421-51414514, 51414823-51415107, 51415180-51415437, 51415567-51415614, 51415897-51416166, 51416309-51416356, 51416665-51416775, 51417081-51417464, 51417544-51417580]	Identical	CCDS54303.1_CHR19	1920	0	0	1917-	643	3	2	4	11	17	3	18	9	4	15	1	10	11	16	9	11	4	2	13	9	6	7	1	8	40	12	7	14	2		12	6	4	20	2	7	9	20	18	19	8	4	26	3	7	27	16	9	8	9	34	3	11			8	5	5	4	2	25	7	23	10	
1	NC_000001.11	CDCP2	200008	CCDS588.2	Public	-	54139519	54152921	[54139519-54140105, 54141097-54141432, 54144465-54144812, 54152843-54152921]	Identical	CCDS588.2_CHR1	1350	0	0	1347-	453	8	2	4	10	14	4	13	2	5	8		2	7	20	7	9	2		14	7	2			1	31	3	1	8	2	1	6	4	1	15	3	7	5	19	21	9	9	2	11	4	5	19	8	5	2	3	13	3	14			3	5	6	2	1	16	15	13	14	
22	NC_000022.11	PHF21B	112885	CCDS46727.1	Public	-	44883085	45009548	[44883085-44883303, 44885425-44885528, 44885862-44885937, 44887962-44888120, 44889759-44889781, 44891305-44891359, 44893456-44893532, 44896031-44896082, 44913821-44913961, 44916279-44916629, 44920397-44920489, 45008544-45008609, 45009495-45009548]	Identical	CCDS46727.1_CHR22	1470	0	0	1467-	493	1		2	8	6	3	14	7	2	23	1	12	4	11	3	12	5	2	16	5	8	3	1	7	25	4	4	12	5		3	7	3	36	1	4	7	15	3	18	6	10	5			27	8	3	1	6	35	2	11	1		2	5	2	4	1	25	3	19	11	
12	NC_000012.12	CLEC7A	64581	CCDS41753.1	Public	-	10118457	10130081	[10118457-10118589, 10123244-10123362, 10125296-10125447, 10126570-10126707, 10127746-10127844, 10129979-10130081]	Identical	CCDS41753.1_CHR12	744	0	0	741-	251	6		11	2	1	1	4	5	1	4	7	1	9	3	7	2	3	7	6	4	6				4	4	10	3	5	1	7		3		1	9	6	6	3	3	8		4	5	2	3	3	11	6	1	2	5	4	4		6	1	1	5	5	7	1	6	3	
10	NC_000010.11	RBP4	5950	CCDS31249.1	Public	-	93592074	93601027	[93592074-93592111, 93593822-93594034, 93600392-93600498, 93600666-93600802, 93600917-93601027]	Identical	CCDS31249.1_CHR10	606	0	0	603-	205	1	1	2	5	1	4	7	3	1	10		2	6	10	1	3		1	5	5	1	3		1	8	2		5	4		2			8		1	2	7	7	5	1	6	5	3	2	3	1	1	3	3	8		15		1	1	1			2	8	7	5	2	
10	NC_000010.11	HOGA1	112817	CCDS44469.1	Public	+	97584703	97611658	[97584703-97584913, 97601856-97601989, 97611509-97611658]	Identical	CCDS44469.1_CHR10	495	0	0	492-	168			3	5	10	4	2		2	3		1	5	5	2	3	2	2	5	3	4	2	1	1	12		2	4	2		4			6		2	1	8	4	2	1	2	1	2		7	2	1	2	3	6	1	3			2	2				10	2	4	2	
10	NC_000010.11	PSTK	118672	CCDS86153.1	Public	+	122980479	122990372	[122980479-122980694, 122982732-122983023, 122983271-122983469, 122986299-122986374, 122986868-122986961, 122990173-122990372]	Identical	CCDS86153.1_CHR10	1077	0	0	1074-	362	6		7	5	3	1	8	5	2	11	3	3	4	5	4	3	7	9	6	9	14	4			9	6	6	7	11	1	7	3	3	8	3	6	15	2	2	11	6	6	1	13	6	4	6	2	11	4	17	3	9	5		9	9	3	2	3	10	4	3	4	
17	NC_000017.11	CD300LF	146722	CCDS74151.1	Public	-	74695752	74712865	[74695752-74695858, 74696194-74696216, 74698368-74698480, 74698575-74698620, 74703034-74703097, 74704477-74704815, 74712823-74712865]	Identical	CCDS74151.1_CHR17	735	0	0	732-	248	4	1	3	3	3	2	4	4	5	4		4	6	9	4	3	9	5	8	3	5	2	1	1	5	4	4	4	5		11		3	2			6	6	3	8	9		5	1	4	3	6	3	5	2	6	1	8				9	3	2	1	8	7	4	4	
12	NC_000012.12	MTRFR	91574	CCDS9244.1	Public	+	123253674	123257030	[123253674-123253955, 123256812-123257030]	Identical	CCDS9244.1_CHR12	501	0	0	498-	170			2	3	1		4	2	3	11	2	2	3	3	3	3	1		5	2	13	2	1	1	6	3	2	3	2		2	2	4				9	4	1	2	3	3	2	3	3	1	4	3	3	1	5	3	1	2			4	2	2	2	5	2	2	4	
1	NC_000001.11	TNFRSF8	943	CCDS144.1	Public	+	12063598	12142530	[12063598-12063660, 12084463-12084550, 12097100-12097216, 12104378-12104530, 12109565-12109655, 12110040-12110203, 12111897-12112013, 12115576-12115728, 12123283-12123376, 12123714-12123826, 12125950-12126051, 12126182-12126235, 12135587-12135612, 12138228-12138435, 12142286-12142530]	Identical	CCDS144.1_CHR1	1788	0	0	1785-	599	20	1	2	19	15	8	9	7	3	20		4	3	12	4	8	3	3	21	11	3	8	1	12	25	3		15	4		11	11	2	24	2	9	10	20	10	9	9	9	21	1	3	29	18	4	10	12	21	2	18	1		1	9	3	5	1	33	11	17	6	
12	NC_000012.12	ADGRD1	283383	CCDS81753.1	Public	+	130954465	131139262	[130954465-130954530, 130954623-130954659, 130966462-130966545, 130968976-130969071, 130971457-130971579, 130981883-130982062, 130987094-130987348, 130991013-130991077, 130992236-130992391, 131000382-131000441, 131003184-131003301, 131004185-131004295, 131005971-131006046, 131014198-131014339, 131076800-131076873, 131084539-131084662, 131104830-131104933, 131105753-131105864, 131108723-131108876, 131118384-131118450, 131120846-131120912, 131131724-131131815, 131136036-131136162, 131136972-131137013, 131138136-131138228, 131139167-131139262]	Identical	CCDS81753.1_CHR12	2721	0	0	2718-	910	5	5	12	13	13	7	25	12	7	25	4	5	19	19	17	30	9	10	26	18	10	2	1	11	52	8	4	28	6		10	5	1	43	10	17	8	40	28	29	7	8	34	17	7	16	10	8	8	2	23	4	16	3		10	6	11	11	5	27	26	28	26	
1	NC_000001.11	PRUNE1	58497	CCDS977.1	Public	+	151008632	151034233	[151008632-151008670, 151017811-151017903, 151018466-151018668, 151024610-151024794, 151025514-151025672, 151027232-151027326, 151028785-151028943, 151033805-151034233]	Identical	CCDS977.1_CHR1	1362	0	0	1359-	457	6	1	4	5	3	1	7	6	2	16	3	2		4	5	13	6	8	10	7	9	5	1	2	26	4	8	9	7		11	3	6	13		8	7	13	6	9	10		11	9	9	8	7	7	12	4	16	9	17	3		6	14	11	7	2	25	3	3	5	
12	NC_000012.12	POP5	51367	CCDS9202.1	Public	-	120579317	120581361	[120579317-120579411, 120579513-120579596, 120579773-120579922, 120581114-120581256, 120581342-120581361]	Identical	CCDS9202.1_CHR12	492	0	0	489-	167	1	1	1	7		2	4	5	2	3	2	3	1	2	5	5	3	1		2	2	3	1	1	4	4			4		3		2	4		2	5	7	7	4		1	1	1	3	2	1	2	2	3	6	3	4	3		3	3	1		1	10	4	4	3	
7	NC_000007.14	AHCYL2	23382	CCDS5812.1	Public	+	129225076	129427044	[129225076-129225438, 129379637-129379748, 129389055-129389198, 129389633-129389733, 129397221-129397323, 129400289-129400383, 129403378-129403484, 129405096-129405212, 129405835-129405898, 129406377-129406465, 129409475-129409545, 129413593-129413687, 129422839-129422937, 129424873-129424941, 129425062-129425140, 129426442-129426562, 129427038-129427044]	Identical	CCDS5812.1_CHR7	1836	0	0	1833-	615	11	5	10	7	8	5	12	13	6	28	4	4	8	13	17	12	10	11	9	16	13	5		1	22	5	10	9	9	1	22	4	9	27	5	7	14	23	3	5	11	8	7	11	7	14	5	8	15	6	17	3	18	1		10	4	3	4	5	24	7	12	9	
1	NC_000001.11	CDC42BPA	8476	CCDS91169.1	Public	-	226994267	227317181	[226994267-226994398, 226994822-226994979, 227004993-227005110, 227016079-227016196, 227016926-227017049, 227023262-227023346, 227026054-227026151, 227028656-227029249, 227030407-227030469, 227031297-227031513, 227033333-227033414, 227034654-227034793, 227035470-227035606, 227040130-227040235, 227047926-227048009, 227051880-227051984, 227069776-227069852, 227072207-227072298, 227073863-227074011, 227074258-227074363, 227080892-227081016, 227091885-227091990, 227100991-227101238, 227112311-227112421, 227112670-227112912, 227119803-227119936, 227129108-227129230, 227139575-227139741, 227142944-227143023, 227145488-227145736, 227147358-227147558, 227160542-227160635, 227193785-227193933, 227199556-227199651, 227213135-227213218, 227254063-227254154, 227317004-227317181]	Identical	CCDS91169.1_CHR1	5265	0	0	5262-	1758	29	8	50	8	15	9	26	32	17	45	29	11	16	10	38	23	33	38	19	43	87	16	1	6	37	38	38	17	35		43	4	30	12	4	34	123	29	15	18	22	2	21	43	24	17	34	35	63	22	52	24	34	30		29	40	28	34	19	42	14	23	17	
6	NC_000006.12	ATXN1	6310	CCDS34342.1	Public	-	16306328	16328309	[16306328-16306858, 16326393-16328309]	Identical	CCDS34342.1_CHR6	2448	0	0	2445-	819	2	2	2	4	20	4	20	5	4	26	5	11	3	29	7	18	6	7	26	11	11	1		11	33	2	7	21	6		9	21	6	44	7	9	13	22	10	14	22	9	26	7	4	31	13	10	5	9	66	2	14	4	1	4	14	6	9	3	30	15	28	25	
15	NC_000015.10	TYRO3	7301	CCDS81866.1	Public	+	41561137	41578275	[41561137-41561309, 41561538-41561638, 41562547-41562717, 41564183-41564269, 41565025-41565140, 41567359-41567536, 41568216-41568361, 41568877-41569021, 41570026-41570155, 41570239-41570339, 41570603-41570698, 41571037-41571117, 41571594-41571686, 41572442-41572563, 41573001-41573110, 41573307-41573466, 41573678-41573814, 41577885-41578275]	Identical	CCDS81866.1_CHR15	2538	0	0	2535-	849	11	5	9	8	22	8	16	15	8	17	1	16	18	26	12	25	6	7	14	20	12	5		6	42	3	9	11	12		25	4	9	34		13	15	44	14	19	14	2	12	11	6	29	17	4	13	7	34	9	25	2	1	5	10	5	12	5	41	13	19	9	
1	NC_000001.11	ZNF695	57116	CCDS44344.1	Public	-	246986966	247007907	[246986966-246988254, 246999347-246999439, 246999911-247000073, 247007905-247007907]	Identical	CCDS44344.1_CHR1	1548	0	0	1545-	519	29		11	10	2	1	11	3	4	16	2	1	7	12	10	4	20	14	6	7	46	1	1		8	17	10	2	7		9	1	6	5		9	26	6	9				2	18	14	5	9	12	4	5	9	5	5	4		5	6	24	6	1	25	14	5	5	
8	NC_000008.11	FAM110B	90362	CCDS6170.1	Public	+	58146230	58147342	[58146230-58147342]	Identical	CCDS6170.1_CHR8	1113	0	0	1110-	374	3	1	5	2	2	8	12	1	1	23	2	2	2	11	3	14	1	1	5	5	3	2		3	16	7	1	5	1	1	6	7		18	4	8	7	18	9	6	3	3	12	1	1	18	2	4	1	8	12	1	16	1		3	4	1	5		18	4	18	9	
17	NC_000017.11	GNA13	10672	CCDS11661.1	Public	-	65014256	65056592	[65014256-65014828, 65018252-65018302, 65053501-65053727, 65056310-65056592]	Identical	CCDS11661.1_CHR17	1134	0	0	1131-	381	2	3	5	4	2	7	11	5	4	14	5	9	3	7	4	11	2	7	7	10	11	3	1	2	19	5	11	3	2		3	1	7	5	2	3	15	13	17	1	2	3	6	7	11	7	2	5	11	3	11	2	16	5		6	3	4	3	2	11	3	5	4	
2	NC_000002.12	PROM2	150696	CCDS2012.1	Public	+	95274585	95288995	[95274585-95274828, 95275460-95275509, 95275929-95276131, 95276226-95276346, 95276593-95276656, 95276971-95277060, 95277363-95277565, 95277929-95278003, 95278720-95278783, 95278984-95279143, 95279844-95279996, 95281241-95281364, 95281924-95282015, 95282141-95282225, 95284968-95285114, 95285638-95285709, 95286478-95286570, 95286803-95286856, 95287132-95287212, 95287395-95287463, 95288210-95288299, 95288482-95288588, 95288932-95288995]	Identical	CCDS2012.1_CHR2	2505	0	0	2502-	838	5	3	10	17	13	15	16	9	7	17		11	13	21	8	19	4	3	21	12	5	2		2	82	3	10	19	7		12	5	4	48	2	6	6	45	25	29	6	8	17	5	9	19	6	4	5	11	51	5	19		1	3	15	2	4	4	50	13	27	15	
8	NC_000008.11	IKBKB	3551	CCDS55228.2	Public	+	42288720	42330978	[42288720-42288727, 42290155-42290272, 42293442-42293511, 42305186-42305274, 42306342-42306431, 42308900-42309024, 42314321-42314428, 42316209-42316338, 42316709-42316903, 42317656-42317770, 42318551-42318674, 42319269-42319420, 42319584-42319645, 42320734-42320843, 42321895-42321944, 42322053-42322152, 42322346-42322493, 42325969-42326096, 42329123-42329213, 42330913-42330978]	Identical	CCDS55228.2_CHR8	2079	0	0	2076-	696	5	1	14	10	7		16	5	4	31	2	13	11	12	8	18	6	9	13	20	10	9	1	11	45	5	9	10	9		7	1	6	21		5	23	21	11	15	8	5	6	6	8	17	5	6	14	11	46	7	22	9		4	3	5	12	2	37	10	19	7	
15	NC_000015.10	MINAR1	23251	CCDS32306.1	Public	+	79456147	79468383	[79456147-79458444, 79463066-79463320, 79468186-79468383]	Identical	CCDS32306.1_CHR15	2751	0	0	2748-	920	8	3	23	17	7	6	26	12	3	41	5	12	7	17	8	19	8	16	21	18	35	5	1	5	30	5	10	12	11		11	3	7	23	7	16	26	24	20	13	13	3	26	11	4	31	18	10	14	15	33	8	39	6		9	12	3	18	1	44	13	27	18	
17	NC_000017.11	STAT3	6774	CCDS32656.1	Public	-	42315744	42348515	[42315744-42315799, 42316788-42316900, 42317181-42317223, 42322281-42322493, 42323003-42323142, 42323259-42323353, 42323572-42323624, 42324710-42324845, 42324962-42325060, 42326115-42326198, 42329409-42329456, 42329553-42329646, 42329746-42329775, 42331471-42331530, 42333672-42333764, 42333890-42334048, 42337434-42337585, 42337762-42337856, 42338730-42338811, 42339313-42339408, 42345558-42345656, 42346568-42346712, 42348388-42348515]	Identical	CCDS32656.1_CHR17	2313	0	0	2310-	774	6	1	18	8	9	3	20	8	5	25	1	15	15	13	12	23	13	17	22	27	22	3	1	4	35	8	13	9	11		11	3	4	18	2	4	19	25	13	15	7	6	14	17	10	12	12	9	11	5	47	8	21	3		12	9	5	7	3	40	9	15	8	
19	NC_000019.10	ADGRE3	84658	CCDS12315.1	Public	-	14619432	14674769	[14619432-14619470, 14625491-14625598, 14630038-14630206, 14632920-14633011, 14633235-14633301, 14638104-14638339, 14641418-14641615, 14644107-14644274, 14647180-14647364, 14651084-14651203, 14654981-14655164, 14658512-14658549, 14661962-14662117, 14663417-14663539, 14668801-14668851, 14674745-14674769]	Identical	CCDS12315.1_CHR19	1959	0	0	1956-	656	14	1	14	14	7		18	16	5	15	2	3	11	10	13	20	16	11	18	14	21	2		1	29	8	14	17	10	1	15		4	15	2	14	14	21	23	26	2	3	13	12	8	10	10	10	10	4	20	3	9	2		11	4	3	13	4	13	9	11	10	
17	NC_000017.11	IGF2BP1	10642	CCDS11543.1	Public	+	48997745	49049443	[48997745-48997919, 48999108-48999168, 49025617-49025665, 49026465-49026516, 49031909-49031972, 49038167-49038448, 49039956-49040090, 49041377-49041499, 49042241-49042376, 49043427-49043549, 49043966-49044085, 49044990-49045064, 49045889-49046020, 49046259-49046372, 49049351-49049443]	Identical	CCDS11543.1_CHR17	1734	0	0	1731-	581	3	3	8	3	9	4	17	4	7	28	4	10	2	16	8	30	4	9	15	11	19	4	1	4	15	2	10	6	7		16	4	6	22	2	2	9	23	7	6	8	4	15	7	5	14	7	3	4	6	34		13	2		7	12	7	4	8	36	5	10	7	
22	NC_000022.11	SMDT1	91689	CCDS14031.1	Public	+	42079768	42082061	[42079768-42079953, 42081924-42082061]	Identical	CCDS14031.1_CHR22	324	0	0	321-	111		1			3	2	1	1		1		2	2	5	1	2		4	1	2	3				1			4	3	1	4	2	2	2	1		1	3	2	4	1	2	5	3	2	3	1	2	7	3		2	2			1	2	1		2	2		6		
11	NC_000011.10	NDUFS8	4728	CCDS8176.1	Public	+	68032151	68036592	[68032151-68032208, 68032285-68032335, 68032922-68033011, 68033110-68033282, 68036252-68036380, 68036461-68036592]	Identical	CCDS8176.1_CHR11	633	0	0	630-	214	1	3		8	3	6	7		1	8		7	2	7	1	9	2	1	10	7		1	1	2	13	1		1	2		4	3		14			1	4	6	4	4	1	2	1		4	2	1	3		5		6			3	5	2	1		18	7	5	1	
19	NC_000019.10	ZNF805	390980	CCDS46208.1	Public	+	57253218	57254702	[57253218-57254702]	Identical	CCDS46208.1_CHR19	1485	0	0	1482-	498	16	1	9	15	13	6	7	9	4	24	1	5	2	3	18	11	13	10	8	8	18	5	1		4	5	6	8	6		4	1	1	8	1	6	18	7	12	8	5	1	5	12	5	9	5	8	9	10	12		3	4		9	4	10	12	1	28	7	8	26	
X	NC_000023.11	TEX13C	100129520	CCDS83488.1	Public	+	125320119	125323100	[125320119-125323100]	Identical	CCDS83488.1_CHRX	2982	0	0	2979-	997	3	3	10	9	27	3	25	13	4	49	1	5	10	13	7	6	3	5	3	57	33			5	60	9	9	23	2	1	10	4	7	23	2	2	12	52	6	2	15	6	10	10	3	50	44	6	26	17	50	8	25	3		7	10	15	7	7	42	4	81	30	
2	NC_000002.12	SP100	6672	CCDS2477.1	Public	+	230416296	230515639	[230416296-230416327, 230417590-230417664, 230442936-230443098, 230444177-230444345, 230446818-230446901, 230449087-230449149, 230449560-230449709, 230450171-230450254, 230461261-230461413, 230462434-230462517, 230464066-230464149, 230466300-230466353, 230467119-230467214, 230469042-230469095, 230470014-230470097, 230473323-230473439, 230474393-230474446, 230494415-230494459, 230498460-230498534, 230503065-230503109, 230504185-230504289, 230506302-230506444, 230507992-230508030, 230511124-230511165, 230515094-230515639]	Identical	CCDS2477.1_CHR2	2640	0	0	2637-	883	11	3	29	9	8	3	16	12	11	52	10		7	8	17	8	13	14	12	16	47	5		1	21	37	26	10	6	1	14	2	8	6	3	18	59	12	15	8	19	2	9	18	5	13	19	17	32	12	10	6	20	7		9	22	12	17	7	39	3	15	9	
9	NC_000009.12	TTC16	158248	CCDS6875.1	Public	+	127716145	127731404	[127716145-127716162, 127716843-127717015, 127717333-127717423, 127717628-127717771, 127720077-127720177, 127720265-127720394, 127723118-127723332, 127724119-127724363, 127724755-127724896, 127726238-127726403, 127726969-127727111, 127727269-127727464, 127729580-127729667, 127730635-127731404]	Identical	CCDS6875.1_CHR9	2622	0	0	2619-	877	4	3	2	11	10	8	24	6	2	44	3	17	6	26	6	13	10	6	32	16	14	6	1	4	47	5	8	7	8		12	4	3	50	6	4	5	21	21	29	7	7	18	7	5	14	11	12	11	20	78	2	25	3		4	7	3	3	2	56	21	39	15	
5	NC_000005.10	ROPN1L	83853	CCDS3879.1	Public	+	10442167	10464946	[10442167-10442297, 10448259-10448382, 10449951-10450112, 10461183-10461358, 10464847-10464946]	Identical	CCDS3879.1_CHR5	693	0	0	690-	234	2		1	4	2	3	6	3	2	14	3	2	3	5	3	6	2	2	4	6	6			4	10	3	3		5	1	4	6	2	5	1	3	9	3	6	3	2	4	4	4	8	6	2	3	7	2	6	1	8	5		2	1	1		2	5	4	2	5	
12	NC_000012.12	SLC6A13	6540	CCDS53729.1	Public	-	220947	260051	[220947-221069, 221375-221545, 222531-222631, 223131-223233, 223991-224128, 224400-224512, 226389-226513, 227564-227667, 235089-235223, 237157-237289, 237925-238009, 259850-260051]	Identical	CCDS53729.1_CHR12	1533	0	0	1530-	514	6	2	4	14	12	3	13	10	1	16	2	6	16	18	9	17	1	6	12	16	3	1		4	31	4	1	12	2		9	3	2	20	1	8	6	23	24	23	8	2	9	9	4	9	7	4	7	6	11	1	6	2	1	3	3		2	2	19	22	7	6	
2	NC_000002.12	MDH1	4190	CCDS1874.1	Public	+	63589043	63606986	[63589043-63589045, 63594487-63594585, 63595422-63595518, 63597398-63597573, 63599169-63599291, 63604695-63604871, 63605279-63605392, 63605938-63606027, 63606861-63606986]	Identical	CCDS1874.1_CHR2	1005	0	0	1002-	338	2	3	8	2			6	2	11	15	1		4	4	8	11	7	8	4	9	16	2	1	1	12	3	4	10	4		13		10	10	1	5	13	10	5	4	4		9	7	8	3	6	5	16	2	5	2	7	2		4	7	2	4	2	5	3	1	2	
9	NC_000009.12	ZDHHC21	340481	CCDS6475.1	Public	-	14618965	14674339	[14618965-14619097, 14619638-14619681, 14639895-14640011, 14658748-14658886, 14662214-14662325, 14672829-14672927, 14674186-14674339]	Identical	CCDS6475.1_CHR9	798	0	0	795-	269	10	3	6	5		1	4	3	4	7	9	1	8	6	5	4	7	12	1	9	2	2			5	5	2	3	5	1			10	5	1	2	10	2	8	6	3		3	12	3	4	9	2	5	6	4	3	2	6		4	2	8			2	6	1	7	
X	NC_000023.11	PLXNA3	55558	CCDS14752.1	Public	+	154460183	154472684	[154460183-154460776, 154461098-154461637, 154462127-154462309, 154463390-154463518, 154463589-154463689, 154463950-154464073, 154464156-154464312, 154464401-154464500, 154464753-154464867, 154465017-154465217, 154465423-154465519, 154465656-154465846, 154465934-154466079, 154466149-154466269, 154466375-154466511, 154466622-154466792, 154467056-154467149, 154467231-154467470, 154467544-154467687, 154467766-154468000, 154468081-154468223, 154468302-154468558, 154468662-154468728, 154468822-154468968, 154469055-154469214, 154469378-154469481, 154469687-154469783, 154469976-154470166, 154470441-154470610, 154471104-154471316, 154471487-154471637, 154472589-154472684]	Identical	CCDS14752.1_CHRX	5616	0	0	5613-	1875	23	12	6	38	32	48	48	19	12	67	3	33	18	66	6	64	18	11	52	30	9	9		24	129	1	7	34	13	1	21	24	3	77	14	9	8	99	52	57	20	20	41	19	13	59	6	14	25	13	83	3	74			12	10	8	10	2	88	44	67	44	
2	NC_000002.12	MYT1L	23040	CCDS92706.1	Public	-	1792308	1979776	[1792308-1792463, 1801689-1801798, 1809075-1809166, 1839148-1839369, 1840759-1840842, 1851640-1851702, 1886538-1886606, 1887487-1887608, 1889240-1889476, 1892036-1892286, 1903079-1903293, 1910239-1910346, 1912019-1912109, 1917204-1917338, 1922291-1923262, 1942981-1943333, 1979164-1979226, 1979520-1979553, 1979722-1979776]	Identical	CCDS92706.1_CHR2	3432	0	0	3429-	1147	14	2	21	24	21	8	37	7	8	44	8	17	2	22	12	19	11	6	24	38	34	6	1	14	36	17	10	11	11		9	14	5	27	7	9	46	21	9	16	10	11	25	4	5	31	14	10	34	19	37	3	60	6		12	12	13	19	5	83	17	50	16	
12	NC_000012.12	ISCU	23479	CCDS73518.1	Public	+	108562622	108567971	[108562622-108562735, 108564278-108564391, 108565320-108565430, 108567189-108567267, 108567919-108567971]	Identical	CCDS73518.1_CHR12	471	0	0	468-	160	2	1	3	2	4	1	3	3	2	7		3	1	1	4	2	3	4		4	7	1		1	8	2	1		1	1	5	1	4	7	3	1	5	7	1	2	2	3	4	2	3	3	1	1	4	3	1		2	2		2	4	1		1	4	1	3	2	
1	NC_000001.11	METTL13	51603	CCDS1299.1	Public	+	171781967	171796755	[171781967-171782119, 171783739-171784498, 171785878-171786077, 171787734-171787929, 171790451-171790615, 171792016-171792234, 171794395-171794526, 171796481-171796755]	Identical	CCDS1299.1_CHR1	2100	0	0	2097-	703	7	2	4	8	15	5	7	5	7	28	2	14	7	18	6	18	2	11	11	19	13	9	1	4	35	2	9	14	16		15	2	7	21	3	5	14	36	16	14	13	4	10	14	5	10	10	3	20	13	35	7	24	2		12	9	3	10	1	34	5	11	13	
5	NC_000005.10	IL6ST	3572	CCDS3971.1	Public	-	55941081	55976277	[55941081-55941818, 55942669-55942750, 55947492-55947588, 55951463-55951603, 55951928-55952074, 55952249-55952350, 55954809-55954991, 55956024-55956234, 55957208-55957290, 55960401-55960560, 55963351-55963505, 55964145-55964311, 55968275-55968395, 55969549-55969854, 55976214-55976277]	Identical	CCDS3971.1_CHR5	2757	0	0	2754-	922	9	1	29	9	9	3	14	29	12	19	12	3	19	10	15	13	34	23	15	15	40	3	1	1	6	12	25	11	17		12	2	21	8	1	20	45	18	14	5	24	1	10	23	14	6	22	28	40	9	17	9	11	14		23	20	13	19	18	15	11	7	10	
19	NC_000019.10	TPRX2	503627	CCDS92656.1	Public	+	47859246	47861563	[47859246-47859270, 47860112-47860281, 47861405-47861563]	Identical	CCDS92656.1_CHR19	354	0	0	351-	121		1	2		1	1	1	2	3	3		1	3	2		1	2	1	1	3	2	2	1	1	5	2	3	1			1	1		2	2	1	2	2	2	4	6	1	2	2		1	4			7	11	1	4			1	1	2	2		3	5	2	1	
